label,input,output
Biological Kind,"""So, approaching Lois, he made a bow and politely asked her: ""Can you tell me, my good little girl, why a ship full of sailors, at the bottom of the sea, is like the price of beef?","['beef', 'her', 'me', 'he', 'Lois', 'you', 'girl']"
Mental State,"""So, approaching Lois, he made a bow and politely asked her: ""Can you tell me, my good little girl, why a ship full of sailors, at the bottom of the sea, is like the price of beef?",[]
Non-Living Kind,"""So, approaching Lois, he made a bow and politely asked her: ""Can you tell me, my good little girl, why a ship full of sailors, at the bottom of the sea, is like the price of beef?",['sea']
Normative Feature,"""So, approaching Lois, he made a bow and politely asked her: ""Can you tell me, my good little girl, why a ship full of sailors, at the bottom of the sea, is like the price of beef?",['good']
Perceptual,"""So, approaching Lois, he made a bow and politely asked her: ""Can you tell me, my good little girl, why a ship full of sailors, at the bottom of the sea, is like the price of beef?","['full', 'little']"
Social Kind/Role,"""So, approaching Lois, he made a bow and politely asked her: ""Can you tell me, my good little girl, why a ship full of sailors, at the bottom of the sea, is like the price of beef?","['price', 'sailors']"
Anthropomorphized,"""So, approaching Lois, he made a bow and politely asked her: ""Can you tell me, my good little girl, why a ship full of sailors, at the bottom of the sea, is like the price of beef?",[]
Artifacts,Lion Family.,[]
Behavioral,Lion Family.,[]
Biological Kind,Lion Family.,['Lion']
Mental State,Lion Family.,[]
Non-Living Kind,Lion Family.,[]
Normative Feature,Lion Family.,[]
Perceptual,Lion Family.,[]
Social Kind/Role,Lion Family.,['Family']
Anthropomorphized,Lion Family.,[]
Artifacts,Firefighter.,[]
Behavioral,Firefighter.,[]
Biological Kind,Firefighter.,[]
Mental State,Firefighter.,[]
Non-Living Kind,Firefighter.,[]
Normative Feature,Firefighter.,[]
Perceptual,Firefighter.,[]
Social Kind/Role,Firefighter.,['Firefighter']
Anthropomorphized,Firefighter.,[]
Artifacts,Toucan.,[]
Behavioral,Toucan.,[]
Biological Kind,Toucan.,['Toucan']
Mental State,Toucan.,[]
Non-Living Kind,Toucan.,[]
Normative Feature,Toucan.,[]
Perceptual,Toucan.,[]
Social Kind/Role,Toucan.,[]
Anthropomorphized,Toucan.,[]
Artifacts,"” The girl agreed, cut off the lock, and wove the hair into a coat that glittered like silk.","['silk', 'coat', 'lock']"
Behavioral,"” The girl agreed, cut off the lock, and wove the hair into a coat that glittered like silk.","['cut', 'wove', 'glittered']"
Biological Kind,"” The girl agreed, cut off the lock, and wove the hair into a coat that glittered like silk.",['hair']
Mental State,"” The girl agreed, cut off the lock, and wove the hair into a coat that glittered like silk.",['agreed']
Non-Living Kind,"” The girl agreed, cut off the lock, and wove the hair into a coat that glittered like silk.",[]
Normative Feature,"” The girl agreed, cut off the lock, and wove the hair into a coat that glittered like silk.",[]
Perceptual,"” The girl agreed, cut off the lock, and wove the hair into a coat that glittered like silk.",[]
Social Kind/Role,"” The girl agreed, cut off the lock, and wove the hair into a coat that glittered like silk.",['girl']
Anthropomorphized,"” The girl agreed, cut off the lock, and wove the hair into a coat that glittered like silk.",[]
Artifacts,The spider wore galoshesUp the waterspout Down came the rdinAnd washed the spider out.,"['galoshes', 'waterspout']"
Behavioral,The spider wore galoshesUp the waterspout Down came the rdinAnd washed the spider out.,"['wore', 'came', 'washed']"
Biological Kind,The spider wore galoshesUp the waterspout Down came the rdinAnd washed the spider out.,"['spider', 'spider']"
Mental State,The spider wore galoshesUp the waterspout Down came the rdinAnd washed the spider out.,[]
Non-Living Kind,The spider wore galoshesUp the waterspout Down came the rdinAnd washed the spider out.,[]
Normative Feature,The spider wore galoshesUp the waterspout Down came the rdinAnd washed the spider out.,[]
Perceptual,The spider wore galoshesUp the waterspout Down came the rdinAnd washed the spider out.,[]
Social Kind/Role,The spider wore galoshesUp the waterspout Down came the rdinAnd washed the spider out.,[]
Anthropomorphized,The spider wore galoshesUp the waterspout Down came the rdinAnd washed the spider out.,[]
Artifacts,Now we'll end like this [[Whisper it]] OOO.,[]
Behavioral,Now we'll end like this [[Whisper it]] OOO.,"['end', 'Whisper']"
Biological Kind,Now we'll end like this [[Whisper it]] OOO.,['we']
Mental State,Now we'll end like this [[Whisper it]] OOO.,[]
Non-Living Kind,Now we'll end like this [[Whisper it]] OOO.,[]
Normative Feature,Now we'll end like this [[Whisper it]] OOO.,[]
Perceptual,Now we'll end like this [[Whisper it]] OOO.,[]
Social Kind/Role,Now we'll end like this [[Whisper it]] OOO.,[]
Anthropomorphized,Now we'll end like this [[Whisper it]] OOO.,[]
Artifacts,"But little Tikki tikki temb-no sa rembo-chari bari ruchi- pip peri pembo had been in the water so long, all because of his great long name, that the moon rose many times before he was quite the same again.",['name']
Behavioral,"But little Tikki tikki temb-no sa rembo-chari bari ruchi- pip peri pembo had been in the water so long, all because of his great long name, that the moon rose many times before he was quite the same again.",['rose']
Biological Kind,"But little Tikki tikki temb-no sa rembo-chari bari ruchi- pip peri pembo had been in the water so long, all because of his great long name, that the moon rose many times before he was quite the same again.",[]
Mental State,"But little Tikki tikki temb-no sa rembo-chari bari ruchi- pip peri pembo had been in the water so long, all because of his great long name, that the moon rose many times before he was quite the same again.",[]
Non-Living Kind,"But little Tikki tikki temb-no sa rembo-chari bari ruchi- pip peri pembo had been in the water so long, all because of his great long name, that the moon rose many times before he was quite the same again.","['moon', 'times', 'water']"
Normative Feature,"But little Tikki tikki temb-no sa rembo-chari bari ruchi- pip peri pembo had been in the water so long, all because of his great long name, that the moon rose many times before he was quite the same again.",[]
